Text,Label
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9967115786 ను సంప్రదించండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/94514 సందర్శించండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/57071",1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాలెన్స్ ₹2000 ఉంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF3401,0
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9923164846 ను సంప్రదించండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బ్యాలెన్స్ ₹2000 ఉంది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాలెన్స్ ₹2000 ఉంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/52418",1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9456614811,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/30961",1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9414420004 ను సంప్రదించండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/49660,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/83323 క్లిక్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/85943 సందర్శించండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/93594 సందర్శించండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/52165,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9342958973,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/49579 క్లిక్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/29620 సందర్శించండి,1
